probe,associate,associatecont,Meaning_R1,Meaning_BestGuess_R1,Meaning_R2,Meaning_BestGuess_R2,Comment_R1,Comment_R2,Agreement,CertainAgreement,CertainOrUncertainAgreement
rate,pulse,,1,1,1,1,,,1,1,1
rate,grade,,1,1,1,1,,,1,1,1
rate,pace,,1,1,1,1,,,1,1,1
rate,slow,,1,1,1,1,,,1,1,1
rate,percent,,1,1,1,1,,,1,1,1
rate,judge,,1,1,1,1,,,1,1,1
rate,speed,,1,1,1,1,,,1,1,1
rate,heart,,1,1,1,1,,,1,1,1
rate,change,,1,1,1,1,,,1,1,1
rate,scale,,1,1,1,1,,,1,1,1
rate,cost,,1,1,1,1,,,1,1,1
rate,time,,1,1,1,1,,,1,1,1
rate,price,,1,1,1,1,,,1,1,1
rate,movie,,1,1,1,1,,,1,1,1
rate,low,,1,1,1,1,,,1,1,1
rate,money,,1,1,1,1,,,1,1,1
rate,fee,,1,1,1,1,,,1,1,1
rate,dollar,,1,1,1,1,,,1,1,1
rate,hour,,1,1,1,1,,,1,1,1
rate,fast,,1,1,1,1,,,1,1,1
rate,interest,,1,1,1,1,,,1,1,1
ray,rayban,,?1,1,1,1,Neither; referring to brand,,0,,1
ray,charles,,?1,1,-,,Neither; referring to name,,0,,0
ray,man,,?1,1,-,,Neither; referring to a cartoon character,,0,,0
ray,stingray,,2,2,2,2,,,1,1,1
ray,beam,,1,1,1,1,,,1,1,1
ray,gun,,1,1,1,1,,,1,1,1
ray,light,,1,1,1,1,,not sure of association,1,1,1
ray,sun,,1,1,1,1,,not sure of assocation,1,1,1
ray,x,ray,1,1,1,1,,,1,1,1
ray,laser,,1,1,1,1,,,1,1,1
ray,sunshine,,1,1,1,1,,,1,1,1
rear,behind,,1,1,1,1,,,1,1,1
rear,front,,1,1,1,1,,,1,1,1
rear,butt,,1,1,1,1,,,1,1,1
rear,bumper,,1,1,1,1,,,1,1,1
rear,back,,1,1,1,1,,,1,1,1
rear,end,,1,1,1,1,,,1,1,1
rear,mirror,,1,1,1,1,,,1,1,1
rear,door,,1,1,1,1,,,1,1,1
rear,window,,1,1,1,1,,,1,1,1
reef,keys,,1,1,?1,1,,,0,,1
reef,water,,1,1,1,1,,,1,1,1
reef,beach,,1,1,1,1,,,1,1,1
reef,ocean,,1,1,1,1,,,1,1,1
reef,dive,,1,1,1,1,,,1,1,1
reef,coral,,1,1,1,1,,,1,1,1
reef,fish,,1,1,1,1,,,1,1,1
reef,sea,,1,1,1,1,,,1,1,1
reel,movie,,1,1,1,1,,,1,1,1
reel,wind,,1,1,1,1,,,1,1,1
reel,film,,1,1,1,1,,,1,1,1
reel,pole,,1,1,1,1,,,1,1,1
reel,turn,,1,1,1,1,,,1,1,1
reel,pull,,1,1,1,1,,,1,1,1
reel,tape,,1,1,1,1,,,1,1,1
reel,rod,,1,1,1,1,,,1,1,1
reel,back,,1,1,1,1,,,1,1,1
reel,line,,1,1,1,1,,,1,1,1
reel,fishing,,1,1,1,1,,,1,1,1
refrain,music,,2,2,2,2,,,1,1,1
refrain,verse,,2,2,2,2,,,1,1,1
refrain,stop,,1,1,1,1,,,1,1,1
refrain,from,,1,1,1,1,,,1,1,1
refrain,hold,back,1,1,1,1,,,1,1,1
refrain,talking,,1,1,1,1,,,1,1,1
refrain,abstain,,1,1,1,1,,,1,1,1
refrain,away,,1,1,1,1,,,1,1,1
refrain,wait,,1,1,1,1,,,1,1,1
refrain,withdraw,,1,1,1,1,,,1,1,1
refrain,keep,,1,1,1,1,,,1,1,1
refrain,smoking,,1,1,1,1,,,1,1,1
refrain,don,t,1,1,1,1,,,1,1,1
refrain,quiet,,1,1,1,1,,,1,1,1
refuse,dislike,,1,1,2,2,,,0,,0
refuse,trash,,2,2,2,2,,,1,1,1
refuse,garbage,,2,2,2,2,,,1,1,1
refuse,won,t,1,1,1,1,,,1,1,1
refuse,ignore,,1,1,1,1,,,1,1,1
refuse,reject,,1,1,1,1,,,1,1,1
refuse,give,,1,1,1,1,,,1,1,1
refuse,help,,1,1,1,1,,,1,1,1
refuse,deny,,1,1,1,1,,,1,1,1
refuse,to,,1,1,1,1,,,1,1,1
refuse,accept,,1,1,1,1,,,1,1,1
refuse,agree,,1,1,1,1,,,1,1,1
refuse,no,,1,1,1,1,,,1,1,1
refuse,forbid,,1,1,1,1,,,1,1,1
refuse,turn,down,1,1,1,1,,,1,1,1
refuse,take,,1,1,1,1,,,1,1,1
refuse,stubborn,,1,1,1,1,,,1,1,1
refuse,mean,,1,1,1,1,,,1,1,1
relief,rolaids,,1,1,-,,,,0,,0
relief,relax,,1,1,1,1,,,1,1,1
relief,pain,,1,1,1,1,,not sure what rolaids is,1,1,1
relief,antacid,,1,1,1,1,,,1,1,1
relief,tension,,1,1,1,1,,,1,1,1
relief,excedrin,,1,1,1,1,,,1,1,1
relief,sigh,,1,1,1,1,,,1,1,1
relief,pitcher,,1,1,1,1,,,1,1,1
relief,happy,,1,1,1,1,,,1,1,1
relief,better,,1,1,1,1,,,1,1,1
relief,ease,,1,1,1,1,,,1,1,1
relief,headache,,1,1,1,1,,,1,1,1
relief,help,,1,1,1,1,,,1,1,1
relief,aspirin,,1,1,1,1,,,1,1,1
relief,fund,,1,1,1,1,,,1,1,1
relief,aid,,1,1,1,1,,,1,1,1
relief,tums,,1,1,1,1,,,1,1,1
relief,vacation,,1,1,1,1,,,1,1,1
rent,bill,,1,1,1,1,,,1,1,1
rent,payment,,1,1,1,1,,,1,1,1
rent,lease,,1,1,1,1,,,1,1,1
rent,due,,1,1,1,1,,,1,1,1
rent,expensive,,1,1,1,1,,,1,1,1
rent,own,,1,1,1,1,,,1,1,1
rent,paid,,1,1,1,1,,,1,1,1
rent,sell,,1,1,1,1,,,1,1,1
rent,house,,1,1,1,1,,,1,1,1
rent,borrow,,1,1,1,1,,,1,1,1
rent,pay,,1,1,1,1,,,1,1,1
rent,money,,1,1,1,1,,,1,1,1
rent,monthly,,1,1,1,1,,,1,1,1
rent,buy,,1,1,1,1,,,1,1,1
rent,apartment,,1,1,1,1,,,1,1,1
repair,maintenance,,1,1,1,1,,,1,1,1
repair,television,,1,1,1,1,,,1,1,1
repair,broken,,1,1,1,1,,,1,1,1
repair,destroy,,1,1,1,1,,,1,1,1
repair,shoe,,1,1,1,1,,,1,1,1
repair,man,,1,1,1,1,,,1,1,1
repair,fix,,1,1,1,1,,,1,1,1
repair,car,,1,1,1,1,,,1,1,1
rib,sternum,,1,1,1,1,,,1,1,1
rib,bone,,1,1,1,1,,,1,1,1
rib,chest,,1,1,1,1,,,1,1,1
rib,food,,1,1,1,1,,,1,1,1
rib,cow,,1,1,1,1,,,1,1,1
rib,spare,,1,1,1,1,,,1,1,1
rib,roast,,1,1,1,1,,,1,1,1
rib,chicken,,1,1,1,1,,,1,1,1
rib,lung,,1,1,1,1,,,1,1,1
rib,pork,,1,1,1,1,,,1,1,1
rib,eat,,1,1,1,1,,,1,1,1
rib,body,,1,1,1,1,,,1,1,1
rib,steak,,1,1,1,1,,,1,1,1
rib,eye,,1,1,1,1,,,1,1,1
rib,barbecue,,1,1,1,1,,,1,1,1
rib,heart,,1,1,1,1,,,1,1,1
rib,meat,,1,1,1,1,,,1,1,1
rib,side,,1,1,1,1,,,1,1,1
rib,cage,,1,1,1,1,,,1,1,1
rib,adam,,1,1,1,1,,,1,1,1
rib,dinner,,1,1,1,1,,,1,1,1
rib,sauce,,1,1,1,1,,,1,1,1
riddle,trick,,1,1,1,1,,,1,1,1
riddle,laugh,,1,1,1,1,,,1,1,1
riddle,funny,,1,1,1,1,,,1,1,1
riddle,rhyme,,1,1,1,1,,,1,1,1
riddle,puzzle,,1,1,1,1,,,1,1,1
riddle,joke,,1,1,1,1,,,1,1,1
riddle,confuse,,1,1,1,1,,,1,1,1
riddle,teaser,,1,1,1,1,,,1,1,1
riddle,game,,1,1,1,1,,,1,1,1
riddle,joker,,1,1,1,1,,,1,1,1
riddle,problem,,1,1,1,1,,,1,1,1
rifle,shoot,,1,1,1,1,,,1,1,1
rifle,trigger,,1,1,1,1,,,1,1,1
rifle,barrel,,1,1,1,1,,,1,1,1
rifle,target,,1,1,1,1,,,1,1,1
rifle,gun,,1,1,1,1,,,1,1,1
rifle,range,,1,1,1,1,,,1,1,1
rifle,kill,,1,1,1,1,,,1,1,1
rifle,pistol,,1,1,1,1,,,1,1,1
rifle,hunt,,1,1,1,1,,,1,1,1
rifle,bullet,,1,1,1,1,,,1,1,1
ring,class,,2,2,1,1,,,0,,0
ring,bell,,2,2,2,2,,,1,1,1
ring,phone,,2,2,2,2,,,1,1,1
ring,call,,2,2,2,2,,,1,1,1
ring,finger,,1,1,1,1,,,1,1,1
ring,marriage,,1,1,1,1,,,1,1,1
ring,engagement,,1,1,1,1,,,1,1,1
ring,jewelry,,1,1,1,1,,,1,1,1
ring,wedding,,1,1,1,1,,,1,1,1
ring,diamond,,1,1,1,1,,,1,1,1
ring,college,,1,1,1,1,,,1,1,1
ring,wear,,1,1,1,1,,,1,1,1
ring,gold,,1,1,1,1,,,1,1,1
rip,tombstone,,?1,1,-,,,,0,,0
rip,insult,,1,1,3,3,,not in def.,0,,0
rip,death,,1,1,-,,,,0,,0
rip,clothes,,1,1,1,1,,,1,1,1
rip,tear,,1,1,1,1,,,1,1,1
rip,destroy,,1,1,1,1,,not in def.,1,1,1
rip,off,,1,1,1,1,,,1,1,1
rip,paper,,1,1,1,1,,,1,1,1
rip,jeans,,1,1,1,1,,,1,1,1
roach,clip,,?1,1,1,1,,,0,,1
roach,cockroach,,1,1,1,1,,,1,1,1
roach,spray,,1,1,1,1,,,1,1,1
roach,kill,,1,1,1,1,,,1,1,1
roach,gross,,1,1,1,1,,,1,1,1
roach,ant,,1,1,1,1,,,1,1,1
roach,insect,,1,1,1,1,,,1,1,1
roach,dirt,,1,1,1,1,,,1,1,1
roach,yuck,,1,1,1,1,,,1,1,1
roach,pest,,1,1,1,1,,,1,1,1
roach,food,,1,1,1,1,,,1,1,1
roach,spider,,1,1,1,1,,,1,1,1
roach,brown,,1,1,1,1,,,1,1,1
roach,motel,,1,1,1,1,,,1,1,1
roach,bug,,1,1,1,1,,,1,1,1
roach,repellant,,1,1,1,1,,,1,1,1
roach,disgusting,,1,1,1,1,,,1,1,1
rock,roll,,2,2,2,2,,,1,1,1
rock,music,,2,2,2,2,,,1,1,1
rock,star,,2,2,2,2,,,1,1,1
rock,chair,,2,2,2,2,,,1,1,1
rock,sway,,2,2,2,2,,,1,1,1
rock,move,,2,2,2,2,,,1,1,1
rock,solid,,1,1,1,1,,,1,1,1
rock,sand,,1,1,1,1,,,1,1,1
rock,boulder,,1,1,1,1,,,1,1,1
rock,hard,,1,1,1,1,,,1,1,1
rock,earth,,1,1,1,1,,,1,1,1
rock,mountain,,1,1,1,1,,,1,1,1
rock,stone,,1,1,1,1,,,1,1,1
rocket,nasa,,1,1,1,1,,,1,1,1
rocket,launch,,1,1,1,1,,,1,1,1
rocket,moon,,1,1,1,1,,,1,1,1
rocket,fire,,1,1,1,1,,,1,1,1
rocket,ship,,1,1,1,1,,,1,1,1
rocket,plane,,1,1,1,1,,,1,1,1
rocket,space,,1,1,1,1,,,1,1,1
rocket,fuel,,1,1,1,1,,,1,1,1
rocket,astronaut,,1,1,1,1,,,1,1,1
rocket,star,,1,1,1,1,,,1,1,1
rocket,man,,1,1,1,1,,,1,1,1
rocket,booster,,1,1,1,1,,,1,1,1
rocket,scientist,,1,1,1,1,,,1,1,1
rocket,shuttle,,1,1,1,1,,,1,1,1
rocket,blast,,1,1,1,1,,,1,1,1
rocket,explode,,1,1,1,1,,,1,1,1
rocket,sky,,1,1,1,1,,,1,1,1
rocket,flame,,1,1,1,1,,,1,1,1
root,beer,,?1,1,1,1,None of the definitions,,0,,1
root,carrot,,1,1,1,1,,,1,1,1
root,grow,,1,1,1,1,,,1,1,1
root,tree,,1,1,1,1,,,1,1,1
root,beginning,,1,1,1,1,,,1,1,1
root,food,,1,1,1,1,,,1,1,1
root,plant,,1,1,1,1,,,1,1,1
root,canal,,1,1,1,1,,,1,1,1
root,stem,,1,1,1,1,,,1,1,1
root,dirt,,1,1,1,1,,,1,1,1
rose,bud,,1,1,1,1,,,1,1,1
rose,petals,,1,1,1,1,,,1,1,1
rose,thorn,,1,1,1,1,,,1,1,1
rose,bush,,1,1,1,1,,,1,1,1
rose,beauty,,1,1,1,1,,,1,1,1
rose,carnation,,1,1,1,1,,,1,1,1
rose,love,,1,1,1,1,,,1,1,1
rose,flower,,1,1,1,1,,,1,1,1
rose,smell,,1,1,1,1,,,1,1,1
rose,red,,1,1,1,1,,,1,1,1
row,work,,1,1,2,2,,,0,,0
row,fight,,3,3,3,3,,,1,1,1
row,oar,,2,2,2,2,,,1,1,1
row,boat,,2,2,2,2,,,1,1,1
row,chair,,1,1,1,1,,,1,1,1
row,aisle,,1,1,1,1,,,1,1,1
row,column,,1,1,1,1,,,1,1,1
row,eggs,,1,1,1,1,,,1,1,1
row,line,,1,1,1,1,,,1,1,1
rubber,maid,,1,1,?1,1,,,0,,1
rubber,trojan,,1,1,2,2,,,0,,0
rubber,ball,,1,1,1,1,,,1,1,1
rubber,sex,,1,1,1,1,,,1,1,1
rubber,plastic,,1,1,1,1,,,1,1,1
rubber,boots,,1,1,1,1,,,1,1,1
rubber,stretch,,1,1,1,1,,,1,1,1
rubber,material,,1,1,1,1,,,1,1,1
rubber,hose,,1,1,1,1,,,1,1,1
rubber,condom,,1,1,1,1,,,1,1,1
rubber,metal,,1,1,1,1,,,1,1,1
rubber,stamp,,1,1,1,1,,,1,1,1
rubber,stopper,,1,1,1,1,,,1,1,1
rubber,sole,,1,1,1,1,,,1,1,1
rubber,glove,,1,1,1,1,,,1,1,1
rubber,band,,1,1,1,1,,,1,1,1
rubber,tire,,1,1,1,1,,not sure what rubber maid is,1,1,1
rubber,latex,,1,1,1,1,,,1,1,1
rubber,shoes,,1,1,1,1,,,1,1,1
rubber,duck,,1,1,1,1,,,1,1,1
rung,dry,,?1,1,-,,"Neither; perhaps associated with ""wring""/""wrung""",,0,,0
rung,wet,,?1,1,-,,"Neither; perhaps associated with ""wring""/""wrung""",,0,,0
rung,squeeze,,?1,1,-,,"Neither; perhaps associated with ""wring""/""wrung""",,0,,0
rung,hung,,?1,1,1,1,"Neither; perhaps associated with ""wring""/""wrung""",no association?,0,,1
rung,cloth,,?1,1,2,2,"Neither; perhaps associated with ""wring""/""wrung""",,0,,0
rung,rail,,2,2,2,2,,,1,1,1
rung,ladder,,2,2,2,2,,,1,1,1
rung,ring,,1,1,1,1,,,1,1,1
rung,doorbell,,1,1,1,1,,not in def?,1,1,1
rung,bell,,1,1,1,1,,no association?,1,1,1
rung,telephone,,1,1,1,1,,,1,1,1
rung,out,,1,1,1,1,,,1,1,1
rush,run,,1,1,1,1,,,1,1,1
rush,traffic,,1,1,1,1,,,1,1,1
rush,drug,,1,1,1,1,,,1,1,1
rush,speed,,1,1,1,1,,,1,1,1
rush,fraternity,,1,1,1,1,,,1,1,1
rush,hurry,,1,1,1,1,,,1,1,1
rush,fast,,1,1,1,1,,,1,1,1
rush,quick,,1,1,1,1,,,1,1,1
rush,high,,1,1,1,1,,,1,1,1
rush,sorority,,1,1,1,1,,,1,1,1
rush,slow,,1,1,1,1,,,1,1,1
rye,bread,,1,1,1,1,,,1,1,1
rye,wheat,,1,1,1,1,,,1,1,1
sack,hit,,2,2,2,2,,,1,1,1
sack,groceries,,1,1,1,1,,,1,1,1
sack,pouch,,1,1,1,1,,,1,1,1
sack,flour,,1,1,1,1,,,1,1,1
sack,cloth,,1,1,1,1,,,1,1,1
sack,bed,,1,1,1,1,,,1,1,1
sack,nap,,1,1,1,1,,,1,1,1
sack,bag,,1,1,1,1,,,1,1,1
sack,potato,,1,1,1,1,,,1,1,1
sage,dog,,?1,1,2,2,Neither,,0,,0
sage,rage,,?1,1,1,1,Neither; just a rhyme word,,0,,1
sage,spice,,2,2,2,2,,,1,1,1
sage,herb,,2,2,2,2,,,1,1,1
sage,bush,,2,2,2,2,,,1,1,1
sage,flower,,2,2,2,2,,,1,1,1
sage,seasoning,,2,2,2,2,,,1,1,1
sage,parsley,,2,2,2,2,,,1,1,1
sage,rosemary,,2,2,2,2,,,1,1,1
sage,oregano,,2,2,2,2,,,1,1,1
sage,brush,,2,2,2,2,,,1,1,1
sage,basil,,2,2,2,2,,,1,1,1
sage,smart,,1,1,1,1,,,1,1,1
sage,wise,,1,1,1,1,,,1,1,1
sap,syrup,,1,1,1,1,,,1,1,1
sap,pine,,1,1,1,1,,,1,1,1
sap,maple,,1,1,1,1,,,1,1,1
sap,sticky,,1,1,1,1,,,1,1,1
sap,tree,,1,1,1,1,,,1,1,1
sash,clothes,,1,1,1,1,,,1,1,1
sash,ribbon,,1,1,1,1,,,1,1,1
sash,honor,,1,1,1,1,,,1,1,1
sash,queen,,1,1,1,1,,,1,1,1
sash,scarf,,1,1,1,1,,,1,1,1
sash,dress,,1,1,1,1,,,1,1,1
sash,hide,,1,1,1,1,,,1,1,1
sash,bag,,1,1,1,1,,,1,1,1
sash,purse,,1,1,1,1,,,1,1,1
sash,robe,,1,1,1,1,,,1,1,1
sash,belt,,1,1,1,1,,,1,1,1
sash,shoulder,,1,1,1,1,,,1,1,1
sash,red,,1,1,1,1,,,1,1,1
sash,bow,,1,1,1,1,,,1,1,1
sash,tuxedo,,1,1,1,1,,,1,1,1
sash,cape,,1,1,1,1,,,1,1,1
sash,dance,,1,1,1,1,,,1,1,1
sash,cloth,,1,1,1,1,,,1,1,1
sash,silk,,1,1,1,1,,,1,1,1
scale,ruler,,2,2,3,3,,,0,,0
scale,climb,,2,2,3,3,,,0,,0
scale,to,,3,3,3,3,,,1,1,1
scale,music,,3,3,3,3,,,1,1,1
scale,height,,3,3,3,3,,,1,1,1
scale,wall,,3,3,3,3,,,1,1,1
scale,pound,,2,2,2,2,,,1,1,1
scale,heavy,,2,2,2,2,,,1,1,1
scale,measure,,2,2,2,2,,,1,1,1
scale,balance,,2,2,2,2,,,1,1,1
scale,weight,,2,2,2,2,,,1,1,1
scale,weigh,,2,2,2,2,,,1,1,1
scale,fish,,1,1,1,1,,,1,1,1
scale,fat,,2,2,?2,2,could also be 3,,0,,1
scarf,neck,,1,1,1,1,,,1,1,1
scarf,wool,,1,1,1,1,,,1,1,1
scarf,cloth,,1,1,1,1,,,1,1,1
scarf,red,,1,1,1,1,,,1,1,1
scarf,cold,,1,1,1,1,,,1,1,1
scarf,black,,1,1,1,1,,,1,1,1
scarf,muffler,,1,1,1,1,,,1,1,1
scarf,girl,,1,1,1,1,,,1,1,1
scarf,dress,,1,1,1,1,,,1,1,1
scarf,head,,1,1,1,1,,,1,1,1
scarf,hat,,1,1,1,1,,,1,1,1
scarf,winter,,1,1,1,1,,,1,1,1
scarf,wrap,,1,1,1,1,,,1,1,1
scarf,handkerchief,,1,1,1,1,,,1,1,1
scarf,wind,,1,1,1,1,,,1,1,1
scarf,tie,,1,1,1,1,,,1,1,1
scarf,clothes,,1,1,1,1,,,1,1,1
scrap,rub,,1,1,-,,,,0,,0
scrap,clean,,1,1,-,,,,0,,0
scrap,mental,,1,1,-,,,,0,,0
scrap,fight,,2,2,2,2,,,1,1,1
scrap,food,,1,1,1,1,,,1,1,1
scrap,leftovers,,1,1,1,1,,,1,1,1
scrap,paper,,1,1,1,1,,,1,1,1
scrap,piece,,1,1,1,1,,,1,1,1
scrap,trash,,1,1,1,1,,,1,1,1
scrap,throw,away,1,1,1,1,,association unclear,1,1,1
scrap,book,,1,1,1,1,,,1,1,1
scrap,rag,,1,1,1,1,,,1,1,1
scrap,meat,,1,1,1,1,,,1,1,1
scrap,metal,,1,1,1,1,,,1,1,1
scrap,crumb,,1,1,1,1,,"scrap metal, not mental?",1,1,1
scrap,wood,,1,1,1,1,,,1,1,1
scrap,waste,,1,1,1,1,,,1,1,1
scrap,scratch,,1,1,1,1,,,1,1,1
scrap,bit,,1,1,1,1,,,1,1,1
scrap,junk,,1,1,1,1,,,1,1,1
scrub,toilet,,1,1,1,1,,,1,1,1
scrub,floor,,1,1,1,1,,,1,1,1
scrub,hands,,1,1,1,1,,,1,1,1
scrub,brush,,1,1,1,1,,,1,1,1
scrub,hard,,1,1,1,1,,,1,1,1
scrub,bath,,1,1,1,1,,,1,1,1
scrub,rub,,1,1,1,1,,,1,1,1
scrub,scrape,,1,1,1,1,,,1,1,1
scrub,clean,,1,1,1,1,,,1,1,1
scrub,wash,,1,1,1,1,,,1,1,1
scrub,scour,,1,1,1,1,,,1,1,1
scrub,face,,1,1,1,1,,,1,1,1
scrub,scratch,,1,1,1,1,,,1,1,1
scrub,bathroom,,1,1,1,1,,,1,1,1
scrub,bathtub,,1,1,1,1,,,1,1,1
scrub,sponge,,1,1,1,1,,,1,1,1
scrub,dishes,,1,1,1,1,,,1,1,1
scrub,body,,1,1,1,1,,,1,1,1
scrub,soap,,1,1,1,1,,,1,1,1
seal,stamp,,2,2,1,1,,,0,,0
seal,lick,,1,1,2,2,,,0,,0
seal,ocean,,2,2,2,2,,,1,1,1
seal,slippery,,2,2,2,2,,,1,1,1
seal,white,,2,2,2,2,,,1,1,1
seal,penguin,,2,2,2,2,,,1,1,1
seal,otter,,2,2,2,2,,,1,1,1
seal,ball,,2,2,2,2,,,1,1,1
seal,snow,,2,2,2,2,,,1,1,1
seal,water,,2,2,2,2,,,1,1,1
seal,walrus,,2,2,2,2,,,1,1,1
seal,ice,,2,2,2,2,,,1,1,1
seal,wet,,2,2,2,2,,,1,1,1
seal,fur,,2,2,2,2,,,1,1,1
seal,dolphin,,2,2,2,2,,,1,1,1
seal,whiskers,,2,2,2,2,,,1,1,1
seal,animal,,2,2,2,2,,,1,1,1
seal,bark,,2,2,2,2,,,1,1,1
seal,mammal,,2,2,2,2,,,1,1,1
seal,open,,1,1,1,1,,,1,1,1
seal,envelope,,1,1,1,1,,,1,1,1
seal,close,,1,1,1,1,,,1,1,1
seal,letter,,1,1,1,1,,,1,1,1
seal,approval,,1,1,1,1,,,1,1,1
seal,navy,,?2,2,1,1,,,0,,0
shag,fag,,?1,1,1,1,Neither,,0,,1
shag,catch,,2,2,2,2,,,1,1,1
shag,dog,,1,1,1,1,,,1,1,1
shag,hair,,1,1,1,1,,,1,1,1
shag,carpet,,1,1,1,1,,,1,1,1
shag,messy,,1,1,1,1,,,1,1,1
shag,rug,,1,1,1,1,,,1,1,1
shag,rag,,1,1,1,1,,,1,1,1
shag,hairy,,1,1,1,1,,,1,1,1
shag,dance,,?2,2,1,1,Neither,,0,,0
shark,death,,1,1,1,1,,,1,1,1
shark,fish,,1,1,1,1,,,1,1,1
shark,danger,,1,1,1,1,,,1,1,1
shark,white,,1,1,1,1,,,1,1,1
shark,tooth,,1,1,1,1,,,1,1,1
shark,kill,,1,1,1,1,,,1,1,1
shark,meat,,1,1,1,1,,,1,1,1
shark,attack,,1,1,1,1,,,1,1,1
shark,water,,1,1,1,1,,,1,1,1
shark,killer,,1,1,1,1,,,1,1,1
shark,fear,,1,1,1,1,,,1,1,1
shark,whale,,1,1,1,1,,,1,1,1
shark,scary,,1,1,1,1,,,1,1,1
shark,bite,,1,1,1,1,,,1,1,1
shark,big,,1,1,1,1,,,1,1,1
shark,fin,,1,1,1,1,,,1,1,1
shark,jaws,,1,1,1,1,,,1,1,1
shark,ocean,,1,1,1,1,,,1,1,1
shark,deadly,,1,1,1,1,,,1,1,1
shark,pain,,1,1,1,1,,,1,1,1
shed,molt,,1,1,2,2,,,0,,0
shed,tear,,2,2,2,2,,,1,1,1
shed,tears,,2,2,2,2,,,1,1,1
shed,cat,,2,2,2,2,,,1,1,1
shed,snake,,2,2,2,2,,,1,1,1
shed,peel,,2,2,2,2,,,1,1,1
shed,clothes,,2,2,2,2,,,1,1,1
shed,dog,,2,2,2,2,,,1,1,1
shed,grow,,2,2,2,2,,,1,1,1
shed,lose,,2,2,2,2,,,1,1,1
shed,skin,,2,2,2,2,,,1,1,1
shed,hair,,2,2,2,2,,,1,1,1
shed,fur,,2,2,2,2,,,1,1,1
shed,loose,,2,2,2,2,,,1,1,1
shed,mower,,1,1,1,1,,,1,1,1
shed,bike,,1,1,1,1,,,1,1,1
shed,barn,,1,1,1,1,,,1,1,1
shed,building,,1,1,1,1,,,1,1,1
shed,house,,1,1,1,1,,,1,1,1
shed,storage,,1,1,1,1,,,1,1,1
shed,yard,,1,1,1,1,,,1,1,1
shed,garage,,1,1,1,1,,,1,1,1
shed,shack,,1,1,1,1,,,1,1,1
shed,hut,,1,1,1,1,,,1,1,1
shed,tools,,1,1,1,1,,,1,1,1
shed,back,yard,1,1,1,1,,,1,1,1
sheet,music,,1,1,1,1,,,1,1,1
sheet,paper,,1,1,1,1,,,1,1,1
sheet,white,,1,1,1,1,,,1,1,1
sheet,cover,,1,1,1,1,,,1,1,1
sheet,pillow,,1,1,1,1,,,1,1,1
sheet,cold,,1,1,1,1,,,1,1,1
sheet,bed,,1,1,1,1,,,1,1,1
sheet,blanket,,1,1,1,1,,,1,1,1
shiver,timbers,,1,1,?1,1,,,0,,1
shiver,quiver,,1,1,1,1,,,1,1,1
shiver,freeze,,1,1,1,1,,,1,1,1
shiver,sweat,,1,1,1,1,,,1,1,1
shiver,spine,,1,1,1,1,,,1,1,1
shiver,cold,,1,1,1,1,,,1,1,1
shiver,chill,,1,1,1,1,,,1,1,1
shiver,shake,,1,1,1,1,,,1,1,1
shock,disbelief,,1,1,1,1,,,1,1,1
shock,stunned,,1,1,1,1,,,1,1,1
shock,surprise,,1,1,1,1,,,1,1,1
shock,monkey,,1,1,1,1,,,1,1,1
shock,electricity,,1,1,1,1,,,1,1,1
shock,therapy,,1,1,1,1,,,1,1,1
shock,lightning,,1,1,1,1,,,1,1,1
shock,treatment,,1,1,1,1,,,1,1,1
shock,scare,,1,1,1,1,,,1,1,1
shock,electric,,1,1,1,1,,,1,1,1
shock,volt,,1,1,1,1,,,1,1,1
shock,trauma,,1,1,1,1,,,1,1,1
shock,pain,,1,1,1,1,,,1,1,1
shock,scared,,1,1,1,1,,,1,1,1
shock,wave,,1,1,1,1,,,1,1,1
shock,amazement,,1,1,1,1,,,1,1,1
shock,absorber,,1,1,1,1,,,1,1,1
shock,earthquake,,1,1,1,1,,,1,1,1
shock,horror,,1,1,1,1,,,1,1,1
shore,coast,,1,1,1,1,,,1,1,1
shore,water,,1,1,1,1,,,1,1,1
shore,waves,,1,1,1,1,,,1,1,1
shore,ocean,,1,1,1,1,,,1,1,1
shore,line,,1,1,1,1,,,1,1,1
shore,beach,,1,1,1,1,,,1,1,1
shore,sand,,1,1,1,1,,,1,1,1
shore,sea,,1,1,1,1,,,1,1,1
shore,off,,1,1,1,1,,,1,1,1
shower,shave,,1,1,1,1,,,1,1,1
shower,warm,,1,1,1,1,,,1,1,1
shower,together,,1,1,1,1,,,1,1,1
shower,cap,,1,1,1,1,,,1,1,1
shower,rain,,1,1,1,1,,,1,1,1
shower,relax,,1,1,1,1,,,1,1,1
shower,clean,,1,1,1,1,,,1,1,1
shower,bath,,1,1,1,1,,,1,1,1
shower,wet,,1,1,1,1,,,1,1,1
shower,water,,1,1,1,1,,,1,1,1
shower,hair,,1,1,1,1,,,1,1,1
shower,hut,,1,1,1,1,,,1,1,1
shower,cold,,1,1,1,1,,,1,1,1
shower,wash,,1,1,1,1,,,1,1,1
shower,soap,,1,1,1,1,,,1,1,1
shower,head,,1,1,1,1,,,1,1,1
shower,curtain,,1,1,1,1,,,1,1,1
shy,extrovert,,1,1,1,1,,,1,1,1
shy,people,,1,1,1,1,,,1,1,1
shy,quiet,,1,1,1,1,,,1,1,1
shy,me,,1,1,1,1,,,1,1,1
shy,girl,,1,1,1,1,,,1,1,1
