SortedOrder,probe,associate,associate (continued),R1,R1,R2,R3,Screened_for_Analysis_seeTab2,Meaning_R1,Meaning_BestGuess_R1,R2,Meaning_R2,Meaning_BestGuess_R2,R3,Meaning_R3,Meaning_BestGuess_R3,Comment_R1,Comment_R2,Comment_R3,Integrated_Comments_By_CR,R1_R2_R3_CertainAgreement,R1_R2_R3_Certain_orUndertainAgreement,DominantMeaning_Certain_or_Guess,
3152,pro,expert,,rs,rs,kt,aml,1,2,2,kt,2,2,SD,2,2,,,,,1,1,2,
3153,pro,football,,rs,rs,kt,aml,1,2,2,kt,2,2,SD,2,2,,,,,1,1,2,
3154,pro,for,,rs,rs,kt,aml,1,1,1,kt,2,2,SD,1,1,,,,,0,0,1,
3155,pro,golf,,rs,rs,kt,aml,1,2,2,kt,2,2,SD,2,2,,,,,1,1,2,
3156,pro,good,,rs,rs,kt,aml,1,1,1,kt,2,2,SD,1,1,,,,,0,0,1,
3157,pro,paid,,rs,rs,kt,aml,1,2,2,kt,2,2,SD,2,2,,,,,1,1,2,
3158,pro,player,,rs,rs,kt,aml,1,2,2,kt,2,2,SD,2,2,,,,,1,1,2,
3159,pro,professional,,rs,rs,kt,aml,1,2,2,kt,2,2,SD,2,2,,,,,1,1,2,
3160,pro,sports,,rs,rs,kt,aml,1,2,2,kt,2,2,SD,2,2,,,,,1,1,2,
3161,pro,tennis,,rs,rs,kt,aml,1,2,2,kt,2,2,SD,2,2,,,,,1,1,2,
3162,prune,constipation,,rs,rs,kt,aml,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3163,prune,cut,,rs,rs,kt,aml,1,2,2,kt,2,2,SD,2,2,,,,,1,1,2,
3164,prune,danish,,rs,rs,kt,aml,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3165,prune,fruit,,rs,rs,kt,aml,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3166,prune,grape,,rs,rs,kt,aml,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3167,prune,juice,,rs,rs,kt,aml,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3168,prune,old,,rs,rs,kt,aml,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3169,prune,pear,,rs,rs,kt,aml,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3170,prune,pit,,rs,rs,kt,aml,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3171,prune,plum,,rs,rs,kt,aml,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3172,prune,raisin,,rs,rs,kt,aml,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3173,prune,shrivel,,rs,rs,kt,aml,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3174,prune,wrinkle,,rs,rs,kt,aml,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3175,prune,yuck,,rs,rs,kt,aml,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3176,pump,aerosmith,,rs,rs,kt,aml,,-,-,kt,-,-,SD,-,-,,"Proper noun, remove",,Proper noun,1,1,-,
3177,pump,air,,rs,rs,kt,aml,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3178,pump,bicycle,,rs,rs,kt,aml,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3179,pump,brakes,,rs,rs,kt,aml,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3180,pump,filter,,rs,rs,kt,aml,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3181,pump,gas,,rs,rs,kt,aml,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3182,pump,heel,,rs,rs,kt,aml,1,2,2,kt,1,1,SD,2,2,,,,,0,0,2,
3183,pump,hose,,rs,rs,kt,aml,1,2,2,kt,1,1,SD,1,1,,,,,0,0,1,
3184,pump,inflate,,rs,rs,kt,aml,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3185,pump,iron,,rs,rs,kt,aml,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3186,pump,muscle,,rs,rs,kt,aml,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3187,pump,nike,,rs,rs,kt,aml,1,1,1,kt,2,2,SD,2,2,,,,,0,0,2,
3188,pump,pool,,rs,rs,kt,aml,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3189,pump,press,,rs,rs,kt,aml,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3190,pump,pull,,rs,rs,kt,aml,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3191,pump,push,,rs,rs,kt,aml,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3192,pump,reebok,,rs,rs,kt,aml,1,1,1,kt,2,2,SD,2,2,,,,,0,0,2,
3193,pump,shoes,,rs,rs,kt,aml,1,1,1,kt,2,2,SD,2,2,,,,,0,0,2,
3194,pump,tire,,rs,rs,kt,aml,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3195,pump,up,,rs,rs,kt,aml,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3196,pump,water,,rs,rs,kt,aml,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3197,punch,bag,,rs,rs,kt,aml,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3198,punch,bowl,,rs,rs,kt,SD,1,3,3,kt,3,3,SD,3,3,,,,,1,1,3,
3199,punch,box,,rs,rs,kt,aml,1,3,3,kt,1,1,SD,3,3,,,,,0,0,3,
3200,punch,boxer,,rs,rs,kt,aml,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3201,punch,drink,,rs,rs,kt,SD,1,3,3,kt,3,3,SD,3,3,,,,,1,1,3,
3202,punch,fight,,rs,rs,kt,aml,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3203,punch,fist,,rs,rs,kt,aml,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3204,punch,fruit,,rs,rs,kt,SD,1,3,3,kt,3,3,SD,3,3,,,,,1,1,3,
3205,punch,hawaiian,,rs,rs,kt,SD,1,3,3,kt,3,3,SD,3,3,,,,,1,1,3,
3206,punch,hit,,rs,rs,kt,aml,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3207,punch,juice,,rs,rs,kt,SD,1,3,3,kt,3,3,SD,3,3,,,,,1,1,3,
3208,punch,kick,,rs,rs,kt,aml,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3209,punch,knock,out,rs,rs,kt,aml,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3210,punch,kool,aid,rs,rs,kt,aml,1,3,3,kt,1,1,SD,3,3,,,,,0,0,3,
3211,punch,line,,rs,rs,kt,aml,,1,1,kt,-,-,SD,2,2,,,,,0,0,NONE,
3212,punch,out,,rs,rs,kt,aml,1,2,2,kt,1,1,SD,1,1,,,,,0,0,1,
3213,punch,pain,,rs,rs,kt,aml,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3214,punch,red,,rs,rs,kt,SD,1,3,3,kt,3,3,SD,1,1,,,,,0,0,3,
3215,punch,slap,,rs,rs,kt,aml,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3216,punch,spike,,rs,rs,kt,aml,1,3,3,kt,2,2,SD,2,2,,,,,0,0,2,
3217,pupil,eye,,rs,rs,kt,SD,1,2,2,kt,2,2,SD,2,2,,,,,1,1,2,
3218,pupil,school,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3219,pupil,student,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3220,pupil,teacher,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3221,quack,daffy,,rs,rs,kt,SD,1,1,1,kt,2,2,SD,1,1,,,,,0,0,1,
3222,quack,doctor,,rs,rs,kt,SD,1,2,2,kt,2,2,SD,2,2,,,,,1,1,2,
3223,quack,duck,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3224,quack,fake,,rs,rs,kt,SD,1,2,2,kt,2,2,SD,2,2,,,,,1,1,2,
3225,quack,shrink,,rs,rs,kt,SD,1,2,2,kt,2,2,SD,2,2,,,,,1,1,2,
3226,quail,animal,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3227,quail,bird,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3228,quail,dove,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3229,quail,duck,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3230,quail,eat,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3231,quail,eggs,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3232,quail,feather,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3233,quail,hunt,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3234,quail,pheasant,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3235,quail,shoot,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3236,race,black,,rs,rs,kt,SD,1,2,2,kt,2,2,SD,2,2,,,,,1,1,2,
3237,race,car,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3238,race,color,,rs,rs,kt,SD,1,2,2,kt,2,2,SD,2,2,,,,,1,1,2,
3239,race,compete,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3240,race,creed,,rs,rs,kt,SD,1,?2,2,kt,2,2,SD,2,2,,,,,0,1,2,
3241,race,dog,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,2,2,,,,,0,0,1,
3242,race,fast,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3243,race,horse,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3244,race,human,,rs,rs,kt,SD,1,2,2,kt,2,2,SD,2,2,,,,,1,1,2,
3245,race,nationality,,rs,rs,kt,SD,1,2,2,kt,2,2,SD,2,2,,,,,1,1,2,
3246,race,people,,rs,rs,kt,SD,1,2,2,kt,2,2,SD,2,2,,,,,1,1,2,
3247,race,rat,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3248,race,run,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3249,race,sex,,rs,rs,kt,SD,1,2,2,kt,2,2,SD,2,2,,,,,1,1,2,
3250,race,track,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3251,race,white,,rs,rs,kt,SD,1,2,2,kt,2,2,SD,2,2,,,,,1,1,2,
3252,race,win,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3253,raft,air,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3254,raft,beach,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3255,raft,boat,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3256,raft,canoe,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3257,raft,float,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3258,raft,inflate,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3259,raft,lake,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3260,raft,log,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3261,raft,ocean,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3262,raft,pool,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3263,raft,race,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3264,raft,river,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3265,raft,swim,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3266,raft,tom,sawyer,rs,rs,kt,SD,1,?1,1,kt,1,1,SD,1,1,,,,,0,1,1,
3267,raft,tube,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3268,raft,water,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3269,raft,wood,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3270,rag,bum,,rs,rs,kt,SD,1,1,1,kt,2,2,SD,1,1,,,,,0,0,1,
3271,rag,clean,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3272,rag,cloth,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3273,rag,clothes,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3274,rag,dirty,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3275,rag,dish,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3276,rag,doll,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3277,rag,dust,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3278,rag,junk,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3279,rag,oil,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3280,rag,old,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3281,rag,ragtime,,rs,rs,kt,SD,1,3,3,kt,3,3,SD,3,3,,,,,1,1,3,
3282,rag,riches,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3283,rag,scrap,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3284,rag,tear,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3285,rag,tease,,rs,rs,kt,SD,1,2,2,kt,2,2,SD,2,2,,,,,1,1,2,
3286,rag,towel,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3287,rag,wash,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3288,rail,bar,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3289,rail,derail,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3290,rail,fence,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3291,rail,gate,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3292,rail,guard,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3293,rail,handle,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3294,rail,metal,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3295,rail,nail,,rs,rs,kt,SD,1,1,1,kt,?2,2,SD,1,1,,,,,0,0,1,
3296,rail,road,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3297,rail,stair,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3298,rail,track,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3299,rail,trail,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3300,rail,train,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3301,rake,clean,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3302,rake,garden,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3303,rake,grass,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3304,rake,hoe,,rs,rs,kt,SD,1,1,1,kt,-,-,SD,1,1,,,,,0,0,1,
3305,rake,lawn,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,Association not clear,,,1,1,1,
3306,rake,leaves,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3307,rake,shovel,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3308,rake,work,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3309,rake,yard,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3310,rank,army,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3311,rank,captain,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3312,rank,class,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3313,rank,colonel,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3314,rank,corporal,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3315,rank,file,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3316,rank,general,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3317,rank,high,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3318,rank,level,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3319,rank,military,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3320,rank,number,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3321,rank,officer,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3322,rank,official,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3323,rank,order,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3324,rank,place,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3325,rank,position,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3326,rank,rate,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3327,rank,score,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3328,rank,sergeant,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3329,rank,smell,,rs,rs,kt,SD,1,2,2,kt,2,2,SD,2,2,,,,,1,1,2,
3330,rank,status,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3331,rank,stink,,rs,rs,kt,SD,1,2,2,kt,2,2,SD,2,2,,,,,1,1,2,
3332,rank,top,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3333,rap,black,,rs,rs,kt,SD,1,3,3,kt,3,3,SD,3,3,,,,,1,1,3,
3334,rap,group,,rs,rs,kt,SD,1,3,3,kt,3,3,SD,3,3,,,,,1,1,3,
3335,rap,hit,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3336,rap,knock,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3337,rap,music,,rs,rs,kt,SD,1,3,3,kt,3,3,SD,3,3,,,,,1,1,3,
3338,rap,noise,,rs,rs,kt,SD,1,3,3,kt,1,1,SD,3,3,,,,,0,0,3,
3339,rap,rhyme,,rs,rs,kt,SD,1,3,3,kt,3,3,SD,3,3,,,,,1,1,3,
3340,rap,sing,,rs,rs,kt,SD,1,3,3,kt,3,3,SD,3,3,,,,,1,1,3,
3341,rap,singer,,rs,rs,kt,SD,1,3,3,kt,3,3,SD,3,3,,,,,1,1,3,
3342,rap,song,,rs,rs,kt,SD,1,3,3,kt,3,3,SD,3,3,,,,,1,1,3,
3343,rap,speak,,rs,rs,kt,SD,1,3,3,kt,1,1,SD,3,3,,,,,0,0,3,
3344,rap,talk,,rs,rs,kt,SD,1,3,3,kt,1,1,SD,3,3,,,,,0,0,3,
3345,rape,abuse,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3346,rape,anger,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3347,rape,assault,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3348,rape,attack,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3349,rape,bad,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3350,rape,beat,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3351,rape,crime,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3352,rape,date,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3353,rape,death,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3354,rape,evil,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3355,rape,fear,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3356,rape,girl,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3357,rape,hate,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3358,rape,hurt,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3359,rape,incest,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3360,rape,invasion,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3361,rape,jail,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3362,rape,kill,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3363,rape,man,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3364,rape,murder,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3365,rape,sex,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3366,rape,victim,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3367,rape,violation,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3368,rape,violent,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3369,rape,woman,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3370,rape,wrong,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3371,rare,common,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3372,rare,diamonds,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3373,rare,disease,,rs,rs,kt,SD,1,?1,1,kt,1,1,SD,1,1,,,,,0,1,1,
3374,rare,exotic,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3375,rare,extinct,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3376,rare,few,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3377,rare,hardly,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3378,rare,meat,,rs,rs,kt,SD,1,2,2,kt,2,2,SD,2,2,,,,,1,1,2,
3379,rare,medium,,rs,rs,kt,SD,1,2,2,kt,2,2,SD,2,2,,,,,1,1,2,
3380,rare,never,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3381,rare,obscure,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3382,rare,odd,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3383,rare,often,,rs,rs,kt,SD,1,?1,1,kt,1,1,SD,1,1,Antonym,,,Antonym,0,1,1,
3384,rare,old,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3385,rare,plenty,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3386,rare,priceless,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3387,rare,red,,rs,rs,kt,SD,1,2,2,kt,2,2,SD,2,2,,,,,1,1,2,
3388,rare,scarce,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3389,rare,special,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3390,rare,steak,,rs,rs,kt,SD,1,2,2,kt,2,2,SD,2,2,,,,,1,1,2,
3391,rare,strange,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3392,rare,uncommon,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3393,rare,unique,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3394,rare,unseen,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3395,rare,unusual,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3396,rare,valuable,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3397,rare,well,done,rs,rs,kt,SD,1,2,2,kt,2,2,SD,2,2,,,,,1,1,2,
3398,rash,bold,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3399,rash,bumps,,rs,rs,kt,SD,1,2,2,kt,2,2,SD,2,2,,,,,1,1,2,
3400,rash,burn,,rs,rs,kt,SD,1,2,2,kt,2,2,SD,2,2,,,,,1,1,2,
3401,rash,decision,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3402,rash,diaper,,rs,rs,kt,SD,1,2,2,kt,2,2,SD,2,2,,,,,1,1,2,
3403,rash,disease,,rs,rs,kt,SD,1,2,2,kt,2,2,SD,2,2,,,,,1,1,2,
3404,rash,harsh,,rs,rs,kt,SD,1,2,2,kt,2,2,SD,1,1,,,,,0,0,2,
3405,rash,hives,,rs,rs,kt,SD,1,2,2,kt,2,2,SD,2,2,,,,,1,1,2,
3406,rash,irritate,,rs,rs,kt,SD,1,2,2,kt,2,2,SD,2,2,,,,,1,1,2,
3407,rash,itch,,rs,rs,kt,SD,1,2,2,kt,2,2,SD,2,2,,,,,1,1,2,
3408,rash,ouch,,rs,rs,kt,SD,1,2,2,kt,2,2,SD,2,2,,,,,1,1,2,
3409,rash,pain,,rs,rs,kt,SD,1,2,2,kt,2,2,SD,2,2,,,,,1,1,2,
3410,rash,poison,ivy,rs,rs,kt,SD,1,2,2,kt,2,2,SD,2,2,,,,,1,1,2,
